NAME	ROLE	UTTERANCE	COMMENT	DIRECTED	keychild	gender	speaker
MOT	Mother	Juliette's home .			stella	F	mother
MOT	Mother	what did you have ?			stella	F	mother
CHI	Stella Target_Child	biscuits .			stella	F	Target_Child
CHI	Stella Target_Child	&mm [= yes] .			stella	F	Target_Child
MOT	Mother	didn't she ?			stella	F	mother
CHI	Stella Target_Child	&mm [= yes] .			stella	F	Target_Child
MOT	Mother	you had a piece of sponge (2.) .			stella	F	mother
CHI	Stella Target_Child	I didn't I (.) can I have one (2.) ?			stella	F	Target_Child
MOT	Mother	I don't know Darling .			stella	F	mother
CHI	Stella Target_Child	it's more .			stella	F	Target_Child
MOT	Mother	what are you doing ?			stella	F	mother
MOT	Mother	mind the +...			stella	F	mother
MOT	Mother	are you Darling ?			stella	F	mother
ADR	Adrian Sibling	<that's alright> [<] [>] and you can come down .			stella	F	sibling
MOT	Mother	you've broken some off have you .			stella	F	mother
ADR	Adrian Sibling	well I'll build it higher +...			stella	F	sibling
ADR	Adrian Sibling	(be)cause I want to xxx (2.) .			stella	F	sibling
ADR	Adrian Sibling	we are the champions .			stella	F	sibling
ADR	Adrian Sibling	xxx .			stella	F	sibling
CHI	Stella Target_Child	I don't think mine will balance .			stella	F	Target_Child
CHI	Stella Target_Child	mine can balance (3.) .			stella	F	Target_Child
ADR	Adrian Sibling	I'll clean this up then (2.) .			stella	F	sibling
CHI	Stella Target_Child	up .			stella	F	Target_Child
ADR	Adrian Sibling	ah Mummy .			stella	F	sibling
ADR	Adrian Sibling	it's just been xxx at the top .			stella	F	sibling
ADR	Adrian Sibling	that's alright Mummy .			stella	F	sibling
MOT	Mother	oh yes .			stella	F	mother
ADR	Adrian Sibling	xxx .			stella	F	sibling
CHI	Stella Target_Child	<mine's not going to fall> [>] .			stella	F	Target_Child
ADR	Adrian Sibling	xxx .			stella	F	sibling
MOT	Mother	what d(o) you going to do with it now ?			stella	F	mother
CHI	Stella Target_Child	those are up in the clear blue sky .			stella	F	Target_Child
MOT	Mother	I shouldn't build it too high <Darling > [>] .			stella	F	mother
MOT	Mother	I won't xxx .			stella	F	mother
ADR	Adrian Sibling	I do .			stella	F	sibling
ADR	Adrian Sibling	no (be)cause that's not tall .			stella	F	sibling
CHI	Stella Target_Child	not yet .			stella	F	Target_Child
ADR	Adrian Sibling	why ?			stella	F	sibling
CHI	Stella Target_Child	Mummie .			stella	F	Target_Child
CHI	Stella Target_Child	d(o) you know there's another card Mum_Mummy .			stella	F	Target_Child
CHI	Stella Target_Child	there's six of them .			stella	F	Target_Child
CHI	Stella Target_Child	come on .			stella	F	Target_Child
CHI	Stella Target_Child	me's put them on on those (6.) .			stella	F	Target_Child
CHI	Stella Target_Child	what's that ?			stella	F	Target_Child
CHI	Stella Target_Child	has it got a stamp on it (2.) ?			stella	F	Target_Child
CHI	Stella Target_Child	Mummie .			stella	F	Target_Child
CHI	Stella Target_Child	stamp (2.) .			stella	F	Target_Child
CHI	Stella Target_Child	abcd			stella	F	Target_Child
MOT	Mother	yes Darling .			stella	F	mother
MOT	Mother	pardon ?			stella	F	mother
CHI	Stella Target_Child	I've found a card (2.) .			stella	F	Target_Child
CHI	Stella Target_Child	this your card Mummy ?			stella	F	Target_Child
CHI	Stella Target_Child	I've a runny nose .			stella	F	Target_Child
MOT	Mother	have you got a runny nose Darling ?			stella	F	mother
MOT	Mother	that's not very nice is it ?			stella	F	mother
MOT	Mother	you don't put your hands on your nose .			stella	F	mother
CHI	Stella Target_Child	no .			stella	F	Target_Child
CHI	Stella Target_Child	Mummie .			stella	F	Target_Child
MOT	Mother	come on downstairs .			stella	F	mother
MOT	Mother	yes tomorrow .			stella	F	mother
MOT	Mother	xxx [>] tomorrow .			stella	F	mother
CHI	Stella Target_Child	I are they nice ?			stella	F	Target_Child
CHI	Stella Target_Child	I don't want that .			stella	F	Target_Child
CHI	Stella Target_Child	ye .			stella	F	Target_Child
CHI	Stella Target_Child	Mummie .			stella	F	Target_Child
CHI	Stella Target_Child	my bed's wet .			stella	F	Target_Child
CHI	Stella Target_Child	drink ?			stella	F	Target_Child
CHI	Stella Target_Child	yes (40.) .	%com: s whispers to her dolls		stella	F	Target_Child
CHI	Stella Target_Child	xxx my dolly must you ?			stella	F	Target_Child
MOT	Mother	are you going to wrap up Jemina ?			stella	F	mother
MOT	Mother	are you going to wrap her up ?			stella	F	mother
CHI	Stella Target_Child	I'll let you .			stella	F	Target_Child
CHI	Stella Target_Child	Mummie .			stella	F	Target_Child
MOT	Mother	you're going to do it up to there are you ?			stella	F	mother
CHI	Stella Target_Child	oh look .			stella	F	Target_Child
CHI	Stella Target_Child	up .			stella	F	Target_Child
CHI	Stella Target_Child	&-um (10.) (2.) .			stella	F	Target_Child
CHI	Stella Target_Child	what you going to do (2.) ?			stella	F	Target_Child
ADR	Adrian Sibling	xxx (3.) .	%com: tap running		stella	F	sibling
ADR	Adrian Sibling	no .			stella	F	sibling
ADR	Adrian Sibling	I have xxx tipped out the cold (3.) .	%com: s wants to wash her hands		stella	F	sibling
ADR	Adrian Sibling	no [<] +...			stella	F	sibling
CHI	Stella Target_Child	Mummie .			stella	F	Target_Child
CHI	Stella Target_Child	Mummie .			stella	F	Target_Child
MOT	Mother	what ?			stella	F	mother
MOT	Mother	now you stop it will you .			stella	F	mother
ADR	Adrian Sibling	you can't have <a big wash> [>] .			stella	F	sibling
ADR	Adrian Sibling	<there's no water in the sink > [<] . .			stella	F	sibling
CHI	Stella Target_Child	leave me alone .			stella	F	Target_Child
ADR	Adrian Sibling	xxx your hands weren't dirty .			stella	F	sibling
ADR	Adrian Sibling	Stella .			stella	F	sibling
ADR	Adrian Sibling	<Stella > [<] .			stella	F	sibling
CHI	Stella Target_Child	&-um ?			stella	F	Target_Child
ADR	Adrian Sibling	xxx .			stella	F	sibling
CHI	Stella Target_Child	television ?			stella	F	Target_Child
MOT	Mother	mind !	%com: vacuum cleaner noise		stella	F	mother
MOT	Mother	after all you knocked them over (2.) .			stella	F	mother
CHI	Stella Target_Child	I don't want it (2.) .	%com: m very cross		stella	F	Target_Child
ADR	Adrian Sibling	xxx [<] .			stella	F	sibling
MOT	Mother	come out (2.) .			stella	F	mother
MOT	Mother	now stay out .			stella	F	mother
CHI	Stella Target_Child	made of sugar candy .			stella	F	Target_Child
CHI	Stella Target_Child	made of sugar can +...			stella	F	Target_Child
CHI	Stella Target_Child	you sing it with me .	%com: m telling A that she in going to take the Christmas tree down		stella	F	Target_Child
MOT	Mother	he's going to take it down .			stella	F	mother
ADR	Adrian Sibling	<I don't want> [<] [>] him to touch it .			stella	F	sibling
ADR	Adrian Sibling	pardon ?			stella	F	sibling
ADR	Adrian Sibling	we're not near it .			stella	F	sibling
CHI	Stella Target_Child	made of &sug sugar candy .			stella	F	Target_Child
ADR	Adrian Sibling	la la la la la .			stella	F	sibling
ADR	Adrian Sibling	la .			stella	F	sibling
ADR	Adrian Sibling	mummie all +...			stella	F	sibling
ADR	Adrian Sibling	there's something funny about this .			stella	F	sibling
ADR	Adrian Sibling	xxx (2.) .			stella	F	sibling
ADR	Adrian Sibling	lights .			stella	F	sibling
MOT	Mother	xxx (2.) .			stella	F	mother
CHI	Stella Target_Child	whispering (2.) .			stella	F	Target_Child
CHI	Stella Target_Child	<it's Playschool> [>] .			stella	F	Target_Child
CHI	Stella Target_Child	I want my toast and bis(cuit) +...			stella	F	Target_Child
MOT	Mother	want your toast do you ?			stella	F	mother
ADR	Adrian Sibling	no .			stella	F	sibling
FAT	Father	look [<] .			stella	F	adult
FAT	Father	come on .			stella	F	adult
CHI	Stella Target_Child	&mm (3.) .			stella	F	Target_Child
FAT	Father	manners .			stella	F	adult
CHI	Stella Target_Child	what .			stella	F	Target_Child
CHI	Stella Target_Child	Daddy .			stella	F	Target_Child
CHI	Stella Target_Child	xxx a Kit_Kat Daddy ?			stella	F	Target_Child
CHI	Stella Target_Child	I don't think so .			stella	F	Target_Child
CHI	Stella Target_Child	no she won't .			stella	F	Target_Child
CHI	Stella Target_Child	because she won't .			stella	F	Target_Child
MOT	Mother	I won't be a minute .			stella	F	mother
CHI	Stella Target_Child	what about you ?			stella	F	Target_Child
CHI	Stella Target_Child	me'll splash on you (3.) .			stella	F	Target_Child
CHI	Stella Target_Child	what about her (2.) ?			stella	F	Target_Child
CHI	Stella Target_Child	what color (4.) ?			stella	F	Target_Child
CHI	Stella Target_Child	I don't think it will fit my little dolly .			stella	F	Target_Child
MOT	Mother	that is the Wombles .	%com: m uses the name of one of the Wombles		stella	F	mother
CHI	Stella Target_Child	I can't see him .			stella	F	Target_Child
CHI	Stella Target_Child	oh .			stella	F	Target_Child
CHI	Stella Target_Child	a +...			stella	F	Target_Child
MOT	Mother	yes [>] .			stella	F	mother
CHI	Stella Target_Child	can I Mummy ?			stella	F	Target_Child
MOT	Mother	yes Darling .			stella	F	mother
CHI	Stella Target_Child	I [/] I've got my pretty shoes on today [>] .			stella	F	Target_Child
CHI	Stella Target_Child	yes .			stella	F	Target_Child
CHI	Stella Target_Child	can I put the chair in there ? ?			stella	F	Target_Child
MOT	Mother	there are lots_of toys there for you to look at .			stella	F	mother
MOT	Mother	don't push .			stella	F	mother
MOT	Mother	if you want to .			stella	F	mother
CHI	Stella Target_Child	look .			stella	F	Target_Child
MOT	Mother	<don't> [<] push please .			stella	F	mother
MOT	Mother	alright [>] .			stella	F	mother
CHI	Stella Target_Child	<the cup fell down> [>] .			stella	F	Target_Child
MOT	Mother	be very careful (4.) .			stella	F	mother
CHI	Stella Target_Child	there Mummy (2.) .			stella	F	Target_Child
CHI	Stella Target_Child	there's smoke in this bath (13.) .			stella	F	Target_Child
CHI	Stella Target_Child	this one is mended .			stella	F	Target_Child
CHI	Stella Target_Child	yes .			stella	F	Target_Child
MOT	Mother	two slides are there ?			stella	F	mother
CHI	Stella Target_Child	where's my spoon (2.) ?			stella	F	Target_Child
MOT	Mother	pardon ?			stella	F	mother
MOT	Mother	where is your what ?			stella	F	mother
MOT	Mother	your spoon ?			stella	F	mother
MOT	Mother	what have you done with your spoon ?			stella	F	mother
MOT	Mother	I haven't got it Darling .			stella	F	mother
CHI	Stella Target_Child	yes .			stella	F	Target_Child
MOT	Mother	is it in the lounge (3.) ?			stella	F	mother
CHI	Stella Target_Child	I xxx .			stella	F	Target_Child
CHI	Stella Target_Child	xxx .			stella	F	Target_Child
MOT	Mother	it has .			stella	F	mother
MOT	Mother	yes .			stella	F	mother
CHI	Stella Target_Child	has he got a poorly leg ?			stella	F	Target_Child
MOT	Mother	he has got a poorly leg .			stella	F	mother
CHI	Stella Target_Child	yes .			stella	F	Target_Child
CHI	Stella Target_Child	that thing's xxx (8.) .			stella	F	Target_Child
MOT	Mother	oh one day you can Darling .			stella	F	mother
MOT	Mother	yes .			stella	F	mother
CHI	Stella Target_Child	I've finished .			stella	F	Target_Child
MOT	Mother	good (6.) .			stella	F	mother
CHI	Stella Target_Child	did you (1.) xxx (16.) ?			stella	F	Target_Child
CHI	Stella Target_Child	xxx (5.) .			stella	F	Target_Child
CHI	Stella Target_Child	clip+clop clip (3.) .	%com: play on words		stella	F	Target_Child
CHI	Stella Target_Child	now come on Mummy .			stella	F	Target_Child
CHI	Stella Target_Child	what are you getting (2.) ?			stella	F	Target_Child
CHI	Stella Target_Child	I'm the milkman .			stella	F	Target_Child
CHI	Stella Target_Child	xxx my umbrella up (3.) .			stella	F	Target_Child
CHI	Stella Target_Child	it's pouring with rain .			stella	F	Target_Child
CHI	Stella Target_Child	I don't want to get wet (12.) .			stella	F	Target_Child
CHI	Stella Target_Child	the horse+shoe xxx (10.) .			stella	F	Target_Child
CHI	Stella Target_Child	what are those ?			stella	F	Target_Child
MOT	Mother	this is a special flan for your tea tomorrow .			stella	F	mother
MOT	Mother	oh no you can't .			stella	F	mother
CHI	Stella Target_Child	enough to go in the mixture ?			stella	F	Target_Child
CHI	Stella Target_Child	is that the mixture ?			stella	F	Target_Child
MOT	Mother	look .			stella	F	mother
MOT	Mother	&mm ?			stella	F	mother
CHI	Stella Target_Child	<yes > [>] .			stella	F	Target_Child
MOT	Mother	is she (2.) ?			stella	F	mother
MOT	Mother	you're going to make a cake with your knife (2.) ?			stella	F	mother
CHI	Stella Target_Child	&mm [= yes] (12.) .			stella	F	Target_Child
CHI	Stella Target_Child	xxx .			stella	F	Target_Child
MOT	Mother	no &d +...			stella	F	mother
MOT	Mother	don't make a mess .			stella	F	mother
MOT	Mother	no Stella .			stella	F	mother
MOT	Mother	see (3.) ?			stella	F	mother
MOT	Mother	please (2.) .			stella	F	mother
MOT	Mother	look at it down on the floor (5.) .			stella	F	mother
CHI	Stella Target_Child	why are you +...			stella	F	Target_Child
MOT	Mother	why can't I roll it ?			stella	F	mother
CHI	Stella Target_Child	&mm .			stella	F	Target_Child
CHI	Stella Target_Child	&mm [= yes] (2.) .	%com: reference to TV ? S playing with toys		stella	F	Target_Child
MOT	Mother	what are you going to make ?			stella	F	mother
MOT	Mother	you want your Lego ?			stella	F	mother
MOT	Mother	what are you going to make with your toys ?			stella	F	mother
MOT	Mother	just one moment .			stella	F	mother
MOT	Mother	well your the bag away with all your toys in then (2.) .			stella	F	mother
CHI	Stella Target_Child	no .			stella	F	Target_Child
CHI	Stella Target_Child	I want tip these out .			stella	F	Target_Child
CHI	Stella Target_Child	I want xxx these out .			stella	F	Target_Child
CHI	Stella Target_Child	xxx .			stella	F	Target_Child
CHI	Stella Target_Child	xxx Pollyana .			stella	F	Target_Child
CHI	Stella Target_Child	and go like that .			stella	F	Target_Child
CHI	Stella Target_Child	xxx (5.) .			stella	F	Target_Child
CHI	Stella Target_Child	is the floor dry ?			stella	F	Target_Child
MOT	Mother	I can lift you over .			stella	F	mother
MOT	Mother	xxx (5.) .			stella	F	mother
MOT	Mother	and your spoon .			stella	F	mother
MOT	Mother	here's your spoon .			stella	F	mother
CHI	Stella Target_Child	aren't you going to put me a knife (3.) ?			stella	F	Target_Child
MOT	Mother	so you won't need a knife .			stella	F	mother
CHI	Stella Target_Child	xxx want my knife .			stella	F	Target_Child
CHI	Stella Target_Child	xxx (4.) .			stella	F	Target_Child
CHI	Stella Target_Child	xxx (4.) .			stella	F	Target_Child
MOT	Mother	go and find your bib .			stella	F	mother
CHI	Stella Target_Child	isn't that pretty ?			stella	F	Target_Child
MOT	Mother	there you are .			stella	F	mother
CHI	Stella Target_Child	I'll have my pudding afterwards .			stella	F	Target_Child
MOT	Mother	you have it now .			stella	F	mother
MOT	Mother	you'll have your pudding now (4.) .			stella	F	mother
MOT	Mother	sit up please darling .			stella	F	mother
MOT	Mother	come over here .			stella	F	mother
MOT	Mother	come along now .			stella	F	mother
CHI	Stella Target_Child	I'm not .			stella	F	Target_Child
CHI	Stella Target_Child	I not .			stella	F	Target_Child
CHI	Stella Target_Child	xxx (3.) .			stella	F	Target_Child
CHI	Stella Target_Child	so it won't get lost Mummy . .			stella	F	Target_Child
MOT	Mother	mummie wants that darling .			stella	F	mother
CHI	Stella Target_Child	xxx .			stella	F	Target_Child
CHI	Stella Target_Child	then you'll be cross .			stella	F	Target_Child
CHI	Stella Target_Child	&mm .			stella	F	Target_Child
CHI	Stella Target_Child	xxx (1.) xxx (4.) .			stella	F	Target_Child
MOT	Mother	ready darling (5.) ?			stella	F	mother
CHI	Stella Target_Child	I've finished Mummy .	%com: from kitchen		stella	F	Target_Child
MOT	Mother	get up (18.) .			stella	F	mother
MOT	Mother	there's a good girl isn't she ?			stella	F	mother
CHI	Stella Target_Child	Mummie look .			stella	F	Target_Child
CHI	Stella Target_Child	xxx .			stella	F	Target_Child
CHI	Stella Target_Child	xxx !			stella	F	Target_Child
CHI	Stella Target_Child	xxx (30.) .			stella	F	Target_Child
CHI	Stella Target_Child	xxx (50.) .			stella	F	Target_Child
MOT	Mother	hello .			stella	F	mother
MOT	Mother	oh xxx [<] [>] .	%com: m and G talk at once		stella	F	mother
MOT	Mother	she's got her microphone on .			stella	F	mother
GRA	Grandmother	xxx .	%com: tells S to say to G		stella	F	adult
MOT	Mother	xxx .			stella	F	mother
CHI	Stella Target_Child	he's gone to school school school (28.) .			stella	F	Target_Child
GRA	Grandmother	granny's not stopping now .			stella	F	adult
MOT	Mother	say on Sunday (26.) .			stella	F	mother
MOT	Mother	got_to put this in quick .			stella	F	mother
MOT	Mother	and we'll xxx .	%com: sound of chopping		stella	F	mother
CHI	Stella Target_Child	you can't put that in (2.) .			stella	F	Target_Child
CHI	Stella Target_Child	can I paint now Mummy (4.) ?			stella	F	Target_Child
CHI	Stella Target_Child	I painted it (14.) .			stella	F	Target_Child
CHI	Stella Target_Child	what are you making now ?			stella	F	Target_Child
CHI	Stella Target_Child	you're making Daddy's .			stella	F	Target_Child
CHI	Stella Target_Child	there xxx (15.) .			stella	F	Target_Child
