NAME,ROME,UTTERANCE,COMMENT,DIRECTED,,
MOT,Mother,between the fireplace xxx [>] .,,NIC,,
LOU,Louise Sister,hey something funny .,,?,,
LOU,Louise Sister,anytime anybody has my soup .,,?,,
LOU,Louise Sister,they all rub their tummies .,,?,,
LOU,Louise Sister,Becky rubs her tummy .,,?,,
LOU,Louise Sister,Abby rubs her tummy .,,?,,
LOU,Louise Sister,didn't you ?,,MOT,,
MOT,Mother,xxx .,,NA,,
LOU,Louise Sister,I did .,,MOT,,
MOT,Mother,oh it's nice (2.) .,,LOU,,
LOU,Louise Sister,I rub my tummy every time I eat it .,,MOT,,
CHI,Abigail Target Child,I rub my tummy again (7.) .,,LOU,,
LOU,Louise Sister,I've got another packet now (3.) .,,?,,
REB,Rebecca Sister,you're not having that chicken one today .,,LOU,,
LOU,Louise Sister,I may .,,REB,,
LOU,Louise Sister,probably I'll have it for supper (3.) .,,REB,,
REB,Rebecca Sister,then you won't have any more .,,LOU,,
LOU,Louise Sister,I know .,,REB,,
REB,Rebecca Sister,do you only have half .,,LOU,,
LOU,Louise Sister,0 (3.) .,%com: no response .,NA,,
REB,Rebecca Sister,be some more tomorrow ?,,LOU,,
LOU,Louise Sister,xxx here today .,,REB,,
REB,Rebecca Sister,so you might have that other half today too .,,LOU,,
LOU,Louise Sister,no .,,REB,,
LOU,Louise Sister,I only had half of my packet today .,,REB,,
LOU,Louise Sister,I cooked it all .,,REB,,
LOU,Louise Sister,except Abby and Mummy ate the rest .,,REB,,
REB,Rebecca Sister,ah [>] .,,LOU,,
LOU,Louise Sister,<the rest> [<] is here .,,REB,,
LOU,Louise Sister,I know (2.) .,,REB,,
LOU,Louise Sister,it's broken off .,,REB,,
REB,Rebecca Sister,by .,,LOU,,
LOU,Louise Sister,xxx .,,NA,,
Location: Sitting room,,,,,,
Activities: Game play,,,,,,
Situation: the children are doing separate jigsaw puzzles. Mother has Pebble Mill on TV. Others talking,,,,,,
UNK,Unidentified,have we got any xxx (12.) ?,,?,,
CHI,Abigail Target Child,you got one [= piece of jigsaw] of mine .,,REB,,
REB,Rebecca Sister,I know I've got it (5.) .,,CHI,,
LOU,Louise Sister,Mummy one piece is missing .,,MOT,,
REB,Rebecca Sister,not all of them .,,MOT,,
LOU,Louise Sister,one of them (2.) .,,?,,
LOU,Louise Sister,it doesn't matter because look .,,REB,,
LOU,Louise Sister,no it isn't .,,REB,,
REB,Rebecca Sister,I have that .,,LOU,,
LOU,Louise Sister,no .,,REB,,
REB,Rebecca Sister,look I've got xxx (5.) .,,LOU,,
CHI,Abigail Target Child,xxx .,,NA,,
CHI,Abigail Target Child,a pig .,,?,,
CHI,Abigail Target Child,lots_of pigs (30.) .,,?,,
Location: Dining room,,,,,,
Activities: Meal,,,,,,
MOT,Mother,Abby (2.) .,,CHI,,
MOT,Mother,oh there you are .,,CHI,,
MOT,Mother,have you finished (3.) ?,,CHI,,
MOT,Mother,everyone's doing that (2.) .,%com: something on the radio,CHI,,
FAT,Father,xxx (3.) .,,NA,,
REB,Rebecca Sister,Mummy I'm wearing that hooloat@c.,,MOT,,
MOT,Mother,Abby want your beans ?,%com: no response from Abigail,CHI,,
LOU,Louise Sister,a drink of hot chocolate .,,?,,
FAT,Father,yes .,,LOU,,
MOT,Mother,you finished darling .,%com: no response,CHI,,
MOT,Mother,must say Abby had a lot more than usual .,,?,,
MOT,Mother,look (2.) .,,?,,
MOT,Mother,not bad for Abby is it ?,,?,,
CHI,Abigail Target Child,xxx .,,NA,,
MOT,Mother,she had a whole piece .,,?,,
MOT,Mother,no you won't .,,CHI,,
LOU,Louise Sister,Nicky they've all broken their ends xxx .,,NIC,,
MOT,Mother,how are you my darling ?,,REB,,
MOT,Mother,happy ?,,REB,,
REB,Rebecca Sister,I don't need any more medicine (2.) .,,MOT,,
MOT,Mother,well we'll see .,,REB,,
MOT,Mother,I may give it bedtime .,,REB,,
MOT,Mother,it's much better that I keep giving you the medicine for a day or so .,,REB,,
MOT,Mother,to keep you well .,,REB,,
FAT,Father,make you even better .,,REB,,
MOT,Mother,she doesn't need any more .,%com: one of the other children,?,,
MOT,Mother,she's all right now .,,?,,
LOU,Louise Sister,xxx medicine now .,,?,,
FAT,Father,when do you go to the hospital Lou ?,,LOU,,
LOU,Louise Sister,<next Thursday> [>] .,,FAT,,
MOT,Mother,thursday [<] .,,MIX,,
MOT,Mother,bath night .,,?,,
LOU,Louise Sister,yes .,%com: others talking in background,?,,
MOT,Mother,let me put it down .,,?,,
MOT,Mother,you see it's put on stretch (2.) .,,?,,
MOT,Mother,we couldn't find the biro .,,?,,
CHI,Abigail Target Child,don't .,,?,,
CHI,Abigail Target Child,it doesn't (23.) work (2.) .,,?,,
CHI,Abigail Target Child,I want .,,?,,
REB,Rebecca Sister,it's my card .,,?,,
CHI,Abigail Target Child,it's my card .,%com: others talking in background,?,,
CHI,Abigail Target Child,I'm not .,,?,,
CHI,Abigail Target Child,I'm not .,,?,,
MOT,Mother,oh dear .,,FAT,,
FAT,Father,xxx burst tires didn't take the number of the damn chap so she's now xxx remember them so_that she can trace it back to the +... +...,%com: father's secretary had an accident,MOT,,
MOT,Mother,oh .,,FAT,,
Location: Kitchen,,,,,,
Activities: Free play,,,,,,
CHI,Abigail Target Child,there's some baby food here .,,MOT,,
CHI,Abigail Target Child,what's this ?,,MOT,,
CHI,Abigail Target Child,got some baby food (9.) .,,MOT,,
CHI,Abigail Target Child,got some baby food .,,MOT,,
MOT,Mother,it's not .,,CHI,,
MOT,Mother,darling .,,CHI,,
MOT,Mother,you've just had a big lunch . .,,CHI,,
MOT,Mother,have that for xxx later .,,CHI,,
CHI,Abigail Target Child,no .,,MOT,,
CHI,Abigail Target Child,not later (2.) .,,MOT,,
CHI,Abigail Target Child,now [>] .,,MOT,,
MOT,Mother,xxx [<] (7.) .,,NA,,
CHI,Abigail Target Child,I want it now .,,MOT,,
MOT,Mother,no .,,CHI,,
CHI,Abigail Target Child,yes .,,MOT,,
MOT,Mother,xxx .,,NA,,
MOT,Mother,look if you want some more lunch there's the rest of yours on your plate .,,CHI,,
MOT,Mother,I'm not going to open a big meal (3.) .,,CHI,,
CHI,Abigail Target Child,yeah (2.) .,,MOT,,
CHI,Abigail Target Child,I want this (6.) .,,MOT,,
LOU,Louise Sister,Mummy (3.) .,,MOT,,
LOU,Louise Sister,I've done xxx [>] .,,MOT,,
MOT,Mother,xxx [<] (6.) .,,NA,,
CHI,Abigail Target Child,I want some .,,MOT,,
CHI,Abigail Target Child,I want it now .,,MOT,,
REB,Rebecca Sister,Mummy look .,,MOT,,
MOT,Mother,good .,,?,,
MOT,Mother,I'm glad we got that (2.) .,,CHI,,
LOU,Louise Sister,oh God .,,?,,
LOU,Louise Sister,Becky do you want to finish off my soup ?,,CHI,,
REB,Rebecca Sister,&-eh [= what] ?,,LOU,,
LOU,Louise Sister,yes ?,,REB,,
REB,Rebecca Sister,no .,,LOU,,
LOU,Louise Sister,Abby d(o) you [= do you] want some soup ?,,CHI,,
CHI,Abigail Target Child,no .,,LOU,,
LOU,Louise Sister,I can't finish mine (3.) .,,MOT,,
LOU,Louise Sister,please may I get down (9.) ?,,MOT,,
Location: Dining room/Sitting room,,,,,,
Activities: Free play,,,,,,
MOT,Mother,tail came off .,,?,,
CHI,Abigail Target Child,xxx .,,NA,,
MOT,Mother,he must have hurt his own cat .,,?,,
CHI,Abigail Target Child,this is a little one .,,?,,
CHI,Abigail Target Child,this is a little comb .,,?,,
CHI,Abigail Target Child,this is +...,,?,,
REB,Rebecca Sister,can I comb her .,,MOT,,
CHI,Abigail Target Child,I can (3.) .,,MIX,,
REB,Rebecca Sister,that's a cat's comb .,,?,,
MOT,Mother,shall we go up and sit by the fire Becky ?,,REB,,
REB,Rebecca Sister,yes (7.) .,,MOT,,
REB,Rebecca Sister,because it's [= fire] a magic one (2.) .,,MOT,,
REB,Rebecca Sister,Abby (2.) .,,CHI,,
REB,Rebecca Sister,come up stairs (1.) .,,CHI,,
REB,Rebecca Sister,nice and warm up there (1.) .,,CHI,,
CHI,Abigail Target Child,how ?,,REB,,
REB,Rebecca Sister,(be)cause there's a fire .,%com: rhythm,CHI,,
REB,Rebecca Sister,we've got three fires in our house (2.) .,,CHI,,
REB,Rebecca Sister,no four .,,CHI,,
REB,Rebecca Sister,one upstairs .,,CHI,,
REB,Rebecca Sister,one up here .,,CHI,,
REB,Rebecca Sister,another one upstairs zzz .,,CHI,,
CHI,Abigail Target Child,no .,,REB,,
REB,Rebecca Sister,xxx get warm ?,,CHI,,
CHI,Abigail Target Child,yes (1.) .,,REB,,
CHI,Abigail Target Child,two fires up stairs .,,REB,,
CHI,Abigail Target Child,one fire up .,,REB,,
MOT,Mother,Beck I'll put it on for you shall I darling when I come ?,,REB,,
REB,Rebecca Sister,I'll do it .,,MOT,,
MOT,Mother,well <I think you might> [//] I'll come up now because you might put the wrong knob on . .,,REB,,
MOT,Mother,I know it's a bit cold in there .,,REB,,
CHI,Abigail Target Child,and I put a ironing one on won't I (12.) ?,,MOT,,
CHI,Abigail Target Child,my machine is plaster in [/] in my box . .,,MOT,,
CHI,Abigail Target Child,&mm &-uh .,,MOT,,
CHI,Abigail Target Child,it's my case .,,MOT,,
Location: Sitting room,,,,,,
Activities: Free play with Rebecca,,,,,,
Situation: Children are doing jigsaws. TV on in background,,,,,,
REB,Rebecca Sister,xxx .,,NA,,
MOT,Mother,you're doing very well .,,?,,
MOT,Mother,you've nearly finished now .,,?,,
REB,Rebecca Sister,I think that goes there xxx .,,SELF,,
REB,Rebecca Sister,I was getting +...,,SELF,,
REB,Rebecca Sister,noone needs to help me any more .,,SELF,,
REB,Rebecca Sister,I can do it on my own (8.) .,,SELF,,
REB,Rebecca Sister,see I got muddled up .,,SELF,,
REB,Rebecca Sister,noone help me Mum (7.) .,,SELF,,
CHI,Abigail Target Child,this [= piece of jigsaw] dropped (3.) .,,SELF,,
CHI,Abigail Target Child,oh .,,SELF,,
CHI,Abigail Target Child,I fell off (2.) .,,SELF,,
CHI,Abigail Target Child,xxx oh .,,SELF,,
REB,Rebecca Sister,Abby shall I do it ?,,CHI,,
CHI,Abigail Target Child,alright .,,REB,,
REB,Rebecca Sister,xxx .,,NA,,
REB,Rebecca Sister,that doesn't go that way .,,CHI,,
REB,Rebecca Sister,it goes that way .,,CHI,,
CHI,Abigail Target Child,there .,,REB,,
CHI,Abigail Target Child,we mend it .,,REB,,
REB,Rebecca Sister,there you are .,,CHI,,
CHI,Abigail Target Child,I mend that one (17.) .,,?,,
CHI,Abigail Target Child,where's a duck ?,,?,,
CHI,Abigail Target Child,where's a duck ?,,?,,
MOT,Mother,oh very good .,,O,,
MOT,Mother,&=laughs .,,NA,,
CHI,Abigail Target Child,is it my pants ?,,MOT,,
MOT,Mother,can I see your pants ?,,CHI,,
MOT,Mother,come on .,,CHI,,
CHI,Abigail Target Child,xxx xxx [>] .,,NA,,
MOT,Mother,xxx [<] xxx .,,NA,,
CHI,Abigail Target Child,xxx .,,NA,,
CHI,Abigail Target Child,my pant .,,MOT,,
MOT,Mother,&=laughs .,,NA,,
MOT,Mother,you funny old thing (2.) .,,CHI,,
MOT,Mother,oh very goo(d) .,,CHI,,
MOT,Mother,&=laughs .,,NA,,
CHI,Abigail Target Child,here are my trousers .,,MOT,,
CHI,Abigail Target Child,take my boots off .,,MOT,,
MOT,Mother,take your boots off why ?,,CHI,,
MOT,Mother,don't you xxx ?,,CHI,,
MOT,Mother,oh we were going to play ring_a_ring_a_roses [: ring_around_the_rosy] .,,CHI,,
MOT,Mother,shall we play it ?,,CHI,,
CHI,Abigail Target Child,yes [>] .,,MOT,,
REB,Rebecca Sister,yes [<] .,,MOT,,
Location: Sitting room,,,,,,
Activities: Free play with R,,,,,,
Situation: Mother in adjoining bed+room. TV on in background. Children playing with balloons,,,,,,
CHI,Abigail Target Child,don't (2.) .,,REB,,
CHI,Abigail Target Child,where man's going .,,REB,,
CHI,Abigail Target Child,see in television .,,REB,,
UNK,Unidentified,&=laughs .,,NA,,
CHI,Abigail Target Child,ow .,,?,,
CHI,Abigail Target Child,ow (10.) .,,?,,
CHI,Abigail Target Child,xxx .,,NA,,
REB,Rebecca Sister,burp xxx (9.) .,,SELF,,
REB,Rebecca Sister,xxx .,,NA,,
CHI,Abigail Target Child,let's play monks [= monkeys] (6.) .,,REB,,
CHI,Abigail Target Child,ow (8.) .,,REB,,
REB,Rebecca Sister,let's play up .,,CHI,,
REB,Rebecca Sister,Abby .,,CHI,,
CHI,Abigail Target Child,let's play this (3.) .,,REB,,
REB,Rebecca Sister,Abby do you want a bath (2.) ?,,CHI,,
CHI,Abigail Target Child,&-um (1.) .,,REB,,
CHI,Abigail Target Child,let's play this .,,REB,,
REB,Rebecca Sister,no (2.) .,,CHI,,
CHI,Abigail Target Child,this brick (11.) .,,REB,,
CHI,Abigail Target Child,this brick .,,REB,,
Location: Bathroom,,,,,,
Activities: Washing,,,,,,
Comment: noises and laughing,,,,,,
Situation: Intonation not transcribed due to interference of running the water and laughing. children both have apples,,,,,,
REB,Rebecca Sister,it might be a little hot .,,CHI,,
REB,Rebecca Sister,you know I can have another one [= apple?] hahaha [= laugh] (3.) .,,CHI,,
CHI,Abigail Target Child,I know this am hot .,,REB,,
MOT,Mother,xxx (4.) .,,NA,,
REB,Rebecca Sister,I said my lord (5.) .,,MOT,,
REB,Rebecca Sister,can I go out ?,,MOT,,
MOT,Mother,yes you can go out darling .,,REB,,
MOT,Mother,if you want .,,REB,,
MOT,Mother,go upstairs .,,REB,,
MOT,Mother,play+school's on (2.) .,,REB,,
REB,Rebecca Sister,how did you know (14.) ?,%com: mother talkng to Rebecca,MOT,,
MOT,Mother,hallo [: hello] darling (4.) .,%com: to Abigail,CHI,,
MOT,Mother,how's your apple going ?,%com: no response,CHI,,
MOT,Mother,you are a dear .,,CHI,,
MOT,Mother,aren't you (4.) ?,%com: no response,CHI,,
MOT,Mother,I'm all soapy ain't I ?,,CHI,,
MOT,Mother,xxx .,,NA,,
MOT,Mother,don't put your apple on it . .,,CHI,,
MOT,Mother,or your apple'll taste all soapy (3.) .,,CHI,,
CHI,Abigail Target Child,you [/] you have an <apple on> [>] .,,MOT,,
MOT,Mother,xxx [<] .,,NA,,
CHI,Abigail Target Child,yes .,,MOT,,
MOT,Mother,do you want to pee ?,,CHI,,
MOT,Mother,yes (2.) ?,,CHI,,
MOT,Mother,I'll help you xxx .,,CHI,,
CHI,Abigail Target Child,no (7.) .,,MOT,,
Location: Rebecca's bed+room,,,,,,
Activities: Free play,,,,,,
Situation: Abigail is drawing,,,,,,
CHI,Abigail Target Child,you do a teddy ?,,MOT,,
CHI,Abigail Target Child,wake her up (18.) .,,MOT,,
CHI,Abigail Target Child,you do a teddy (1.) ?,,MOT,,
CHI,Abigail Target Child,you do a teddy (5.) ?,,MOT,,
MOT,Mother,a teddy ?,,CHI,,
CHI,Abigail Target Child,yes (3.) .,,MOT,,
MOT,Mother,oh it's [= the pencil] not working (1.) .,,CHI,,
MOT,Mother,is it (2.) ?,,CHI,,
MOT,Mother,oh naughty pencil .,,CHI,,
CHI,Abigail Target Child,oh .,,MOT,,
MOT,Mother,&-um I think one of Louli's will work (3.) .,,CHI,,
CHI,Abigail Target Child,yes .,,MOT,,
CHI,Abigail Target Child,they can .,,MOT,,
CHI,Abigail Target Child,I will open it (10.) .,,MOT,,
MOT,Mother,oh purple one (2.) .,,CHI,,
CHI,Abigail Target Child,is purple .,,MOT,,
MOT,Mother,blimey .,,CHI,,
MOT,Mother,you've got a good hair style now (10.) .,,CHI,,
CHI,Abigail Target Child,xxx .,,NA,,
MOT,Mother,there .,,CHI,,
CHI,Abigail Target Child,a purple one .,,MOT,,
CHI,Abigail Target Child,teddy .,,MOT,,
Location: Rebecca's bed+room,,,,,,
Activities: Free play,,,,,,
Situation: Abigail drawing in bed+room. Others in adjacent sitting room. Nicole playing with modeling clay,,,,,,
NIC,Nicole Sister,there there and there .,,CHI,,
CHI,Abigail Target Child,that's mine .,,NIC,,
CHI,Abigail Target Child,I'm making a xxx .,,NIC,,
CHI,Abigail Target Child,this is my train Nicky .,,NIC,,
CHI,Abigail Target Child,this is my train (1.) Mummy .,,MOT,,
NIC,Nicole Sister,wait a minute (5.) .,,CHI,,
CHI,Abigail Target Child,this there Mummy (1.) .,,MOT,,
CHI,Abigail Target Child,this my trains (2.) .,,MOT,,
CHI,Abigail Target Child,this my trains Mum .,,MOT,,
CHI,Abigail Target Child,<Mum > [>] .,,MOT,,
MOT,Mother,o:h [<] yes .,,CHI,,
MOT,Mother,that's lovely (44.) .,%com: tv on in background,CHI,,
NIC,Nicole Sister,xxx .,,NA,,
MOT,Mother,I think you should keep that going .,,?,,
MOT,Mother,because it's very very nice (6.) .,,?,,
MOT,Mother,no Abby .,,CHI,,
MOT,Mother,leave it alone please (11.) .,,CHI,,
MOT,Mother,xxx darling .,,CHI,,
Location: Kitchen,,,,,,
Activities: Free play/Snack,,,,,,
MOT,Mother,conditioning and shampoo .,,ERI,,
ERI,Erika Family_Friend,oh I see .,,MOT,,
ERI,Erika Family_Friend,it's xxx [>] .,,MOT,,
MOT,Mother,then [<] I brushed it all the time .,,ERI,,
CHI,Abigail Target Child,Erika (2.) .,,ERI,,
CHI,Abigail Target Child,Erika (1.) .,,ERI,,
ERI,Erika Family_Friend,yes .,,CHI,,
CHI,Abigail Target Child,I'm going see (23.) monkeys (1.) and (34.) birds .,,ERI,,
ERI,Erika Family_Friend,yes [>] .,,CHI,,
MOT,Mother,and [<] &li [/] lions .,,CHI,,
CHI,Abigail Target Child,and &li [/] lions .,,ERI,,
CHI,Abigail Target Child,<and animals> [>] .,,ERI,,
MOT,Mother,<she always likes> [<] &li [/] lions .,,ERI,,
CHI,Abigail Target Child,and .,,ERI,,
MOT,Mother,what would you say if you saw a big &li [/] lion ?,,CHI,,
CHI,Abigail Target Child,have you got a cat ?,,MOT,,
MOT,Mother,&=laughs .,,NA,,
ERI,Erika Family_Friend,and a cat yes xxx (4.) .,%com: mother and Erika talk in background,CHI,,
CHI,Abigail Target Child,ow (2.) .,,?,,
CHI,Abigail Target Child,ow (2.) .,,?,,
MOT,Mother,don't worry .,,CHI,,
MOT,Mother,no hurry .,,CHI,,
CHI,Abigail Target Child,ow .,,?,,
MOT,Mother,hallo [: hello] .,,REB,,
REB,Rebecca Sister,Ben's [= toy panda] having another game .,,MOT,,
MOT,Mother,I know .,,REB,,
MOT,Mother,he's trying lots today .,,REB,,
MOT,Mother,what's he done with Sam [= the cat] ?,,REB,,
REB,Rebecca Sister,he doesn't want to go anywhere .,,MOT,,
MOT,Mother,who ?,,REB,,
MOT,Mother,Sam doesn't ?,,REB,,
CHI,Abigail Target Child,I'm going with Sam .,,MOT,,
REB,Rebecca Sister,Ben or Sam don't want a biscuit xxx .,,?,,
MOT,Mother,you eating xxx .,,REB,,
ERI,Erika Family_Friend,has Robert [= a friend] been here ?,,MOT,,
MOT,Mother,no .,,ERI,,
ERI,Erika Family_Friend,so he went straight to work ?,,MOT,,
MOT,Mother,xxx .,,NA,,
ERI,Erika Family_Friend,okay (5.) .,,MOT,,
REB,Rebecca Sister,Mummy .,,MOT,,
REB,Rebecca Sister,someone's left the door open .,,MOT,,
MOT,Mother,they can't manage to shut it with all the things they're carrying .,%com: some boys who have been playing with Father,REB,,
MOT,Mother,they're very busy (18.) .,,REB,,
CHI,Abigail Target Child,0 .,,NA,,
End,,,,,,
"Participants: CHI Abigail Target_Child, MOT Mother, FAT Father, REB Rebecca Sister, CAR Carol Visitor, ISA Isabelle Child, HEL Helen Family_Friend, HMO Adult, UNK Unidentified ",,,,,,
Comment: Nil,,,,LOU Louise Sister,,
Location: Dining Room,,,,,,
Activities: Involvement in non+play,,,,,,
Situation: the children have just acquired a guinea pig originally called Hector,,,,,,
REB,Rebecca Sister,Hector .,,PET,,
REB,Rebecca Sister,Hector .,,PET,,
REB,Rebecca Sister,Hector .,,PET,,
REB,Rebecca Sister,Hec(tor) (12.) .,,PET,,
REB,Rebecca Sister,Hector .,,PET,,
REB,Rebecca Sister,Hector .,,PET,,
REB,Rebecca Sister,Hector .,,PET,,
CHI,Abigail Target Child,Hector .,,PET,,
CHI,Abigail Target Child,<Hector > [>] .,,PET,,
REB,Rebecca Sister,<Orinocco > [<] (6.) .,,PET,,
LOU,Louise Sister,naughty .,,PET,,
CHI,Abigail Target Child,Hector .,,PET,,
LOU,Louise Sister,oh .,,PET,,
LOU,Louise Sister,silly (4.) .,,PET,,
REB,Rebecca Sister,Hector (3.) .,,PET,,
REB,Rebecca Sister,Hector .,,PET,,
REB,Rebecca Sister,ill take it outside (5.) .,,CHI,,
CHI,Abigail Target Child,look Becky (2.) .,,REB,,
REB,Rebecca Sister,Hector .,,PET,,
REB,Rebecca Sister,Hector (1.) .,,PET,,
REB,Rebecca Sister,Hector .,,PET,,
REB,Rebecca Sister,Hector (2.) .,,PET,,
LOU,Louise Sister,Hector (17.) .,,PET,,
REB,Rebecca Sister,she wont come (2.) .,,CHI,,
REB,Rebecca Sister,Hector (2.) .,,PET,,
REB,Rebecca Sister,Hector (2.) .,,PET,,
REB,Rebecca Sister,Hector .,,PET,,
REB,Rebecca Sister,Hector .,,PET,,
Location: Sitting room,,,,,,
Activities: Game play with another child,,,,,,
Situation: Rebecca has just told Abigail what to do to play musical chairs. the record player is on throughout. they are running around,,,,,,
CHI,Abigail Target Child,gone two sides (3.) .,,LOU,,
LOU,Louise Sister,oh no watch it (2.) .,,CHI,,
REB,Rebecca Sister,musical chairs .,,LOU,,
REB,Rebecca Sister,we want to play musical chairs .,,LOU,,
LOU,Louise Sister,no not with the chairs (2.) .,,REB,,
LOU,Louise Sister,go and get your little straw chair .,,REB,,
